Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Shepherd's Watch,3743729616,"""6917529491954621474""",,Legendary,Sniper Rifle,legendaryengram,KineticSlot,Kinetic,1600,,Handling,4,Vault,true,false,4,15,,71,60,70,52,50,0,0,52,90,47,4,47,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Extended Barrel,Tactical Mag*,Extended Mag,Under Pressure*,Opening Shot*,Kill Tracker,Tier 4: Handling*,,,,,,
Ascendancy,725408022,"""6917529499504342916""",,Legendary,Rocket Launcher,crucible,Power,Solar,1808,,Handling,10,Titan(1821),true,true,4,15,,70,61,0,0,20,30,61,52,15,27,1,66,0,0,0,0,0,0,0,0,0,3,false,0,1075,,,,Precision Frame*,Quick Launch*,Impact Casing*,Impulse Amplifier*,Ambitious Assassin,Explosive Light*,Chain Reaction,Kill Tracker,Boss Spec*,Masterworked: Handling*,Conflagrate*,,,,
Punching Out,378498222,"""6917529507053506572""",,Legendary,Sidearm,strikes,Energy,Solar,1600,,Range,2,Vault,true,false,4,15,,88,56,35,23,12,0,0,68,450,43,18,67,0,0,0,0,0,0,0,0,0,12,false,0,0,suros,,,Rapid-Fire Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,High-Caliber Rounds,Threat Detector*,Surrounded*,Kill Tracker,Tier 2: Range*,,,,,,
The Messenger,3658188704,"""6917529511703228499""",,Legendary,Pulse Rifle,trials,KineticSlot,Kinetic,1600,,Handling,10,Vault,true,false,4,13,,60,42,33,78,18,0,0,71,340,38,31,41,0,0,0,0,0,0,0,0,0,20,false,0,49,,,,High-Impact Frame*,Hammer-Forged Rifling,Smallbore*,Ricochet Rounds*,Light Mag,Heating Up*,Desperado*,Crucible Tracker,Targeting Adjuster*,Masterworked: Handling*,,,,,
The Palindrome (Adept),1481892490,"""6917529529105448592""",,Legendary,Hand Cannon,nightfall,Energy,Void,1600,,Range,5,Vault,true,false,4,13,,98,79,84,60,14,0,0,78,140,42,14,50,0,0,0,0,0,0,0,0,0,21,false,0,0,,,,Adaptive Frame*,Fluted Barrel,Polygonal Rifling*,Appended Mag,Ricochet Rounds*,Killing Wind,Bottomless Grief*,Unrelenting*,Kill Tracker,Tier 5: Range*,,,,,
Hero of Ages,2139640995,"""6917529550436308108""",,Legendary,Sword,30th,Power,Arc,1800,,Impact,10,Vault,true,false,4,15,,0,0,68,0,0,0,0,0,0,0,55,0,0,0,0,25,80,0,0,40,0,0,false,0,349,,,,Vortex Frame*,Hungry Edge,Enduring Blade,Jagged Edge*,Burst Guard*,Heavy Guard,Tireless Blade*,Chain Reaction*,Kill Tracker,Major Spec*,Masterworked: Impact*,,,,
Gjallarhorn,1363886209,"""6917529550457137237""",,Exotic,Rocket Launcher,30th,Power,Solar,1805,,Magazine,10,Vault,false,false,4,15,,49,76,0,0,20,100,40,54,15,67,2,76,0,0,0,0,0,0,0,0,0,6,false,0,476,,,,Wolfpack Rounds*,Volatile Launch*,Alloy Casing*,Pack Hunter*,Short-Action Stock*,Kill Tracker,Gjallarhorn Catalyst*,,,,,,,,
Forerunner,2179048386,"""6917529552984737047""",,Exotic,Sidearm,30th,KineticSlot,Kinetic,1801,,,10,Vault,true,false,4,15,,96,60,35,100,20,0,0,87,200,95,15,65,0,0,0,0,0,0,0,0,0,30,false,0,1568,,,,Full Stop*,Smallbore*,Flared Magwell*,Pace Yourself*,Smooth Grip*,Kill Tracker,Calefactor*,Forerunner Catalyst*,,,,,,,
Zephyr,3400256755,"""6917529554045591583""",,Legendary,Sword,events,Power,Stasis,1600,,Impact,10,Vault,true,false,4,15,The Dawning,0,0,66,0,0,0,0,0,0,0,60,0,0,0,0,20,40,0,40,40,0,0,false,0,167,,,,Adaptive Frame*,Honed Edge*,Balanced Guard*,Energy Transfer*,Cold Steel*,Kill Tracker,Minor Spec*,Masterworked: Impact*,,,,,,,
The Deicide,217140611,"""6917529618747486259""",,Legendary,Shotgun,legendaryengram,Energy,Void,1600,,Reload Speed,3,Vault,true,false,4,14,,62,64,65,42,12,0,0,32,140,76,7,38,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Smoothbore*,Smallbore,Tactical Mag*,Steady Rounds,Grave Robber*,One-Two Punch*,Kill Tracker,Tier 3: Reload Speed*,,,,,,
Hoosegow,3669616453,"""6917529618768240819""",,Legendary,Rocket Launcher,dungeon,Power,Arc,1600,,Reload Speed,2,Vault,false,false,3,11,,80,63,0,0,20,45,68,21,20,76,1,38,0,0,0,0,0,0,0,0,0,3,false,0,0,suros,,,Adaptive Frame*,Hard Launch*,Quick Launch,Alloy Casing*,Black Powder,Auto-Loading Holster*,Cluster Bomb*,Kill Tracker,Tier 2: Reload Speed*,,,,,,
Distant Tumulus,2807687156,"""6917529618774386762""",,Legendary,Sniper Rifle,legendaryengram,Energy,Solar,1600,,Reload Speed,1,Vault,false,false,3,10,,52,72,55,29,45,0,0,35,140,38,7,78,0,0,0,0,0,0,0,0,0,12,false,0,0,veist,,,Rapid-Fire Frame*,Fluted Barrel*,Polygonal Rifling,Extended Mag*,Steady Rounds,Dragonfly*,Outlaw*,Kill Tracker,Tier 1: Reload Speed*,,,,,,
The Vision,2414141462,"""6917529618784602372""",,Legendary,Sidearm,legendaryengram,Energy,Arc,1600,,Stability,1,Vault,true,false,4,14,,90,70,75,43,12,0,0,84,491,32,27,53,0,0,0,0,0,0,0,0,0,12,false,0,0,omolon,,,Omolon Adaptive Frame*,Shortspec SAS*,Tactic SAS,Accurized Rounds*,Extended Mag,Ambitious Assassin*,Swashbuckler*,Kill Tracker,Tier 1: Stability*,,,,,,
Negative Space,3629968765,"""6917529618784610114""",,Legendary,Sword,dungeon,Power,Solar,1600,,Impact,2,Vault,true,false,3,11,,0,0,63,0,0,0,0,0,0,0,60,0,0,0,0,20,40,0,40,40,0,0,false,0,0,,,,Adaptive Frame*,Honed Edge*,Tempered Edge,Balanced Guard*,Enduring Guard,Tireless Blade*,Whirlwind Blade*,Kill Tracker,Tier 2: Impact*,,,,,,
Spoiler Alert,2588048270,"""6917529618792609936""",,Legendary,Sidearm,legendaryengram,KineticSlot,Kinetic,1600,,Stability,2,Vault,true,false,4,15,,87,70,43,20,12,0,0,45,360,31,21,68,0,0,0,0,0,0,0,0,0,22,false,0,0,,,,Lightweight Frame*,Shortspec SAS*,Tactic SAS,Extended Mag*,Armor-Piercing Rounds,Under Pressure*,High-Impact Reserves*,Kill Tracker,Backup Mag*,Tier 2: Stability*,,,,,
Contingency Plan,577528837,"""6917529618815427302""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1600,,Range,3,Vault,false,false,4,15,,53,66,45,48,20,0,0,45,260,26,17,20,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,VEIST Rapid-Fire*,Hammer-Forged Rifling*,Polygonal Rifling,Accurized Rounds*,Steady Rounds,Outlaw*,Kill Clip*,Kill Tracker,Tier 3: Range*,,,,,,
Iota Draconis,3044460004,"""6917529618833850676""",,Legendary,Fusion Rifle,lost,Energy,Solar,1600,,Handling,1,Vault,true,false,4,15,,83,59,95,46,15,0,0,34,0,17,6,18,960,0,0,0,0,0,0,0,0,4,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Corkscrew Rifling,Enhanced Battery*,Particle Repeater,Lead from Gold*,Harmony*,Kill Tracker,Tier 1: Handling*,,,,,,
Grand Overture,1763584999,"""6917529623824467826""",,Exotic,Machine Gun,seasonpass,Power,Arc,1810,,"Handling, Stability",10,Vault,false,false,5,16,,59,60,53,100,17,0,0,100,100,60,70,56,0,0,0,0,0,0,0,0,0,11,false,0,1025,,,,Wrath of the Colossus*,Hammer-Forged Rifling*,Accurized Rounds*,Omega Strike*,Hand-Laid Stock*,Kill Tracker,Red Allegiant*,Grand Overture Catalyst*,,,,,,,
Parasite,2812324400,"""6917529626872632238""",,Exotic,Grenade Launcher,throneworld,Power,Solar,1600,,,,Vault,false,false,5,16,,77,68,0,0,13,100,0,53,120,44,1,47,0,0,0,0,0,0,0,0,0,11,false,0,260,,,,Worm's Hunger*,Volatile Launch*,High-Explosive Ordnance*,Worm Byproduct*,Composite Stock*,Kill Tracker,Wyrm Perilous*,,,,,,,,
Perses-D,1019000888,"""6917529637992047682""",,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1600,,Range,3,Vault,true,false,5,16,,74,36,67,76,22,0,0,27,150,13,17,36,0,0,0,0,0,0,0,0,0,22,false,0,0,hakke,,,High-Impact Frame*,Corkscrew Rifling*,Smallbore,Extended Mag*,Steady Rounds,Rapid Hit*,Headstone*,Hakke Breach Armaments*,Kill Tracker,Tier 3: Range*,,,,,
The Summoner,1907698332,"""6917529663392563457""",,Legendary,Auto Rifle,trials,Energy,Solar,1600,,Stability,3,Vault,false,false,5,16,,67,62,21,40,16,0,0,54,600,56,47,65,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Extended Barrel,Appended Mag*,Ricochet Rounds,Dynamic Sway Reduction*,Focused Fury*,Alacrity*,One Quiet Moment,Kill Tracker,Tier 3: Stability*,,,,
Red Herring,3175851496,"""6917529671726560542""",favorite,Legendary,Rocket Launcher,campaign,Power,Void,1600,,Blast Radius,10,Vault,true,false,5,16,,66,62,0,0,20,100,68,42,20,47,1,40,0,0,0,0,0,0,0,0,0,3,true,17,535,,,,Adaptive Frame*,Hard Launch*,Impact Casing*,Ambitious Assassin*,Lasting Impression*,Psychohack*,Kill Tracker,Empty Memento Socket*,Boss Spec*,Ultra Plasmic*,,,,,
Deliverance,768621510,"""6917529678345791124""",,Legendary,Fusion Rifle,vowofthedisciple,KineticSlot,Stasis,1600,,Stability,2,Vault,true,false,5,16,,80,67,80,62,16,0,0,59,0,34,7,47,780,0,0,0,0,0,0,0,0,9,false,0,0,,,,Precision Frame*,Fluted Barrel*,Polygonal Rifling,Enhanced Battery*,Ionized Battery,Steady Hands*,Chill Clip*,Souldrinker*,Kill Tracker,Tier 2: Stability*,,,,,
Duty Bound,435216110,"""6917529681956803544""",,Legendary,Auto Rifle,nightfall,KineticSlot,Kinetic,1600,,Stability,1,Vault,false,false,5,16,,60,73,21,43,18,0,0,52,600,64,49,63,0,0,0,0,0,0,0,0,0,18,false,0,117,,,,Adaptive Frame*,Chambered Compensator,Smallbore*,Steady Rounds,Flared Magwell*,Triple Tap*,Fourth Time's the Charm*,Stunning Recovery,Vanguard's Vindication*,Kill Tracker,Backup Mag*,Tier 1: Stability*,,,
Empirical Evidence,2607304614,"""6917529691663522809""",,Legendary,Sidearm,campaign,KineticSlot,Kinetic,1600,,Stability,10,Vault,true,false,5,16,,98,86,56,66,12,0,0,50,325,26,25,36,0,0,0,0,0,0,0,0,0,21,true,31,1715,,,,Aggressive Burst*,Smallbore*,Armor-Piercing Rounds*,Perpetual Motion Enhanced*,Swashbuckler*,Psychohack*,Kill Tracker,Empty Memento Socket*,Minor Spec*,War Weary*,,,,,
Edge of Intent,14194600,"""6917529691672471612""",,Exotic,Glaive,evidenceboard,Energy,Solar,1600,,,10,Vault,false,false,5,16,,0,50,95,60,0,0,0,0,45,50,4,30,0,0,0,0,0,0,0,0,80,12,true,6,374,,,,Edge of Intent*,Low-Impedance Windings*,Alloy Magazine*,Restorative Turret*,Hand-Laid Stock*,Kill Tracker,,,,,,,,,
Reckless Endangerment,3216652511,"""6917529744439090921""",,Legendary,Shotgun,crucible,KineticSlot,Kinetic,1600,,Handling,10,Vault,true,false,5,16,,60,50,65,42,12,0,0,50,90,59,6,75,0,0,0,0,0,0,0,0,0,3,false,0,31,,,,Lightweight Frame*,Full Choke*,Assault Mag*,Perpetual Motion*,Steady Hands,Swashbuckler*,Snapshot Sights,Kill Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Boss Spec*,Masterworked: Handling*,,
Peacebond,829330711,"""6917529750429178975""",,Legendary,Sidearm,ironbanner,KineticSlot,Stasis,1600,,Reload Speed,4,Vault,true,false,5,16,,92,69,75,43,12,0,0,84,491,48,30,50,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Adaptive Frame*,Chambered Compensator,Hammer-Forged Rifling*,Extended Mag,Flared Magwell*,Killing Wind*,Headstone*,Skulking Wolf*,Kill Tracker,Tier 4: Reload Speed*,,,,,
The Title,294129361,"""6917529757624235257""",,Legendary,Submachine Gun,events,Energy,Void,1600,,Stability,10,Vault,true,false,5,16,Guardian Games,85,32,22,52,15,0,0,37,720,23,28,48,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,,Aggressive Frame*,Hammer-Forged Rifling,Smallbore*,Extended Mag,High-Caliber Rounds*,Grave Robber*,Dynamic Sway Reduction,Swashbuckler*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Masterworked: Stability*,,,
Trespasser,1234150730,"""6917529760470195895""",,Exotic,Sidearm,seasonpass,Energy,Arc,1800,,,10,Vault,false,false,5,17,,100,70,75,59,12,0,0,90,491,33,30,53,0,0,0,0,0,0,0,0,0,29,false,0,901,,,,Unrepentant*,Full Bore*,Ricochet Rounds*,Be the Danger*,Smooth Grip*,Kill Tracker,One False Step*,Trespasser Catalyst*,,,,,,,
Lunulata-4b,2513965917,"""6917529760829634403""",,Legendary,Combat Bow,legendaryengram,KineticSlot,Stasis,1600,,Accuracy,1,Vault,true,false,5,17,,49,82,68,0,18,0,0,64,0,70,0,92,0,580,26,0,0,0,0,0,0,7,false,0,0,veist,,,Lightweight Frame*,Agile Bowstring*,Tactile String,Compact Arrow Shaft*,Fiberglass Arrow Shaft,Steady Hands*,Headstone*,Veist Stinger*,Kill Tracker,Tier 1: Target Acquisition*,,,,,
Sweet Sorrow,1248372789,"""6917529760856122325""",,Legendary,Auto Rifle,psiops,Energy,Arc,1600,,,,Vault,false,false,5,16,,67,81,18,33,17,0,0,54,720,47,52,32,0,0,0,0,0,0,0,0,0,12,true,16,954,,,,Rapid-Fire Frame*,Extended Barrel*,Alloy Magazine*,Auto-Loading Holster*,Tap the Trigger*,Land Tank*,Kill Tracker,Empty Memento Socket*,,,,,,,
The Enigma,2595497736,"""6917529761893795008""",favorite,Legendary,Glaive,campaign,Energy,Void,1801,,Range,10,Warlock(1823),true,true,5,16,,0,61,80,65,0,0,0,0,55,47,4,37,0,0,0,0,0,0,0,0,57,5,true,95,23,,Beta,,Adaptive Glaive*,Low-Impedance Windings*,Accurized Rounds*,Impulse Amplifier*,Unrelenting*,Psychohack*,Crucible Tracker,Gambit Memento*,Major Spec*,Scaly Keepsake*,,,,,
Explosive Personality,4096943616,"""6917529762271519445""",favorite,Legendary,Grenade Launcher,psiops,Energy,Solar,1800,,Reload Speed,10,Warlock(1823),false,false,5,16,,71,67,0,0,13,100,94,25,72,88,1,85,0,0,0,0,0,0,0,0,0,1,true,33,2316,,"Gamma, Dungeon, Alpha, Beta",,Wave Frame*,Quick Launch*,High-Velocity Rounds*,Stats for All*,One for All*,Land Tank*,Kill Tracker,Empty Memento Socket*,Minor Spec*,,,,,,
Recurrent Impact,1572896086,"""6917529762390247402""",favorite,Legendary,Machine Gun,psiops,Power,Stasis,1800,,Range,10,Vault,false,false,5,16,,53,67,25,44,17,0,0,56,900,74,85,52,0,0,0,0,0,0,0,0,0,10,true,32,1654,,,,Rapid-Fire Frame*,Smallbore*,Tactical Mag*,Perpetual Motion Enhanced*,Headstone*,Land Tank*,Kill Tracker,Empty Memento Socket*,Satou Tribe*,,,,,,
Strident Whistle,2591241074,"""6917529768179653112""",,Legendary,Combat Bow,strikes,Energy,Solar,1600,,Handling,1,Vault,true,false,5,17,,76,64,76,0,18,0,0,46,0,50,0,66,0,684,79,0,0,0,0,0,0,5,false,0,0,,,,Precision Frame*,Flexible String,Natural String*,Compact Arrow Shaft*,Natural Fletching,Archer's Tempo*,Incandescent*,Vanguard's Vindication*,Kill Tracker,Tier 1: Handling*,,,,,
Ogma PR6,2342054803,"""6917529769662080466""",,Legendary,Pulse Rifle,legendaryengram,Energy,Solar,1600,,Handling,1,Vault,true,false,5,16,,65,73,27,58,19,0,0,52,450,55,32,61,0,0,0,0,0,0,0,0,0,15,false,0,0,omolon,,,Lightweight Frame*,Arrowhead Brake,Extended Barrel*,Accurized Rounds*,Alloy Magazine,Demolitionist*,Adrenaline Junkie*,Omolon Fluid Dynamics*,Kill Tracker,Tier 1: Handling*,,,,,
Chain of Command,3105930175,"""6917529809809817503""",,Legendary,Machine Gun,crucible,Power,Stasis,1802,,Range,10,Vault,false,false,5,17,,100,61,41,58,16,0,0,37,450,46,53,66,0,0,0,0,0,0,0,0,0,10,false,0,780,,,,Adaptive Frame*,Arrowhead Brake*,High-Caliber Rounds*,Adrenaline Junkie*,Osmosis,Demolitionist,Adaptive Munitions*,Kill Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Masterworked: Range*,,,
Thunderlord,3325463374,"""6917529810681746191""",,Exotic,Machine Gun,,Power,Arc,1808,,,10,Vault,true,false,2,4,Festival of the Lost,70,90,41,65,15,0,0,60,450,68,62,60,0,0,0,0,0,0,0,0,0,26,false,0,619,,,,Reign Havoc*,Polygonal Rifling*,Armor-Piercing Rounds*,Lightning Rounds*,Feeding Frenzy*,Kill Tracker,Thunderlord Catalyst*,Law of Induction*,,,,,,,
Delicate Tomb,374573733,"""6917529810681747497""",,Exotic,Fusion Rifle,,Energy,Arc,1800,,,10,Vault,false,false,5,18,,95,35,60,29,15,0,0,37,0,48,6,86,500,0,0,0,0,0,0,0,0,6,false,0,1590,,,,Traitor's Vessel*,Fluted Barrel*,Liquid Coils*,Tempest Cascade*,Short-Action Stock*,Kill Tracker,Delicate Tomb Catalyst*,,,,,,,,
Arsenic Bite-4b,720351795,"""6917529817808603202""",,Legendary,Combat Bow,legendaryengram,Energy,Arc,1600,,Handling,4,Vault,true,false,3,11,,51,81,68,0,18,0,0,58,0,70,0,79,0,500,22,0,0,0,0,0,0,10,false,0,0,veist,,,Lightweight Frame*,Elastic String*,Polymer String,Compact Arrow Shaft*,Helical Fletching,Dragonfly*,Archer's Tempo*,Kill Tracker,Tier 4: Handling*,,,,,,
The Other Half,3257091167,"""6917529817879754475""",favorite,Legendary,Sword,30th,Power,Void,1800,,Impact,10,Hunter(1772),true,false,4,15,,0,0,68,0,0,0,0,0,0,0,57,0,0,0,0,22,42,0,40,42,0,0,true,41,1089,,Beta,,Adaptive Frame*,Jagged Edge*,Balanced Guard*,Eager Edge*,Whirlwind Blade*,Hot Swap*,Kill Tracker,Empty Memento Socket*,Minor Spec*,Bergusian Night*,,,,,
Osteo Striga,46524085,"""6917529817879755278""",,Exotic,Submachine Gun,throneworld,KineticSlot,Kinetic,1800,,,10,Vault,false,false,5,16,,99,55,25,97,13,0,0,74,600,48,27,26,0,0,0,0,0,0,0,0,0,27,true,20,1782,,,,Screaming Swarm*,Smallbore*,Accurized Rounds*,Toxic Overload*,Hand-Laid Stock*,Kill Tracker,Osteo Striga Catalyst*,Brilliant Bloom*,,,,,,,
Cry Mutiny,616582330,"""6917529832025272336""",,Legendary,Grenade Launcher,crucible,Power,Solar,1800,,Blast Radius,10,Vault,false,false,5,18,,58,62,0,0,13,65,23,42,120,55,7,37,0,0,0,0,0,0,0,0,0,12,false,0,1757,,,,Adaptive Frame*,Volatile Launch*,Mini Frags*,Incandescent*,Demolitionist,Swashbuckler*,Vorpal Weapon,Kill Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Backup Mag*,Masterworked: Blast Radius*,Argent Teratorn*,Intended Authority*
Midha's Reckoning,3969066556,"""6917529832060448586""",,Legendary,Fusion Rifle,kingsfall,Energy,Arc,1600,,"Charge Time, Impact",2,Vault,false,false,5,18,,88,68,94,52,15,0,0,42,0,18,5,14,952,0,0,0,0,0,0,0,0,8,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Polygonal Rifling,Particle Repeater*,Projection Fuse,Well-Rounded*,Golden Tricorn*,Runneth Over*,Kill Tracker,Tier 2: Charge Time*,,,,,
Beloved,3107853529,"""6917529833060749547""",,Legendary,Sniper Rifle,dcv,Energy,Solar,1600,,,,Vault,false,false,5,17,,77,68,70,50,40,0,0,56,90,38,5,47,0,0,0,0,0,0,0,0,0,3,true,16,867,,,,Adaptive Frame*,Polygonal Rifling*,Appended Mag*,Compulsive Reloader*,Rampage*,To Excess*,Kill Tracker,Empty Memento Socket*,,,,,,,
Horror Story,3829285960,"""6917529833420116034""",,Legendary,Auto Rifle,events,KineticSlot,Kinetic,1600,,Range,1,Vault,false,false,3,11,Festival of the Lost,73,35,29,64,21,0,0,40,450,21,38,34,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Precision Frame*,Rifle Scope SSF*,Hitmark IS,Extended Mag*,Flared Magwell,Outlaw*,Demolitionist*,Kill Tracker,Tier 1: Range*,,,,,,
New Purpose,1780464822,"""6917529833806383737""",,Legendary,Pulse Rifle,duality,KineticSlot,Stasis,1600,,Range,1,Vault,true,false,5,17,,70,32,33,76,18,0,0,59,340,46,28,26,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,High-Impact Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Alloy Magazine,Flared Magwell*,Perpetual Motion*,Desperado*,Bitterspite*,Crucible Tracker,Tier 1: Range*,,,,,
Taipan-4fr,1911060537,"""6917529834195890548""",,Legendary,Linear Fusion Rifle,legendaryengram,Power,Void,1770,,Range,10,Vault,true,false,5,18,,99,64,41,58,25,0,0,45,0,31,6,48,533,0,0,0,0,0,0,0,0,9,true,26,718,veist,,,Precision Frame*,Arrowhead Brake*,Enhanced Battery*,Triple Tap*,Firing Line*,Veist Stinger*,Kill Tracker,Empty Memento Socket*,Boss Spec*,Basalt Toxic*,,,,,
Doom of Chelchis,1937552980,"""6917529834218440163""",,Legendary,Scout Rifle,kingsfall,Energy,Void,1600,,Stability,4,Vault,true,false,5,18,,76,64,62,49,20,0,0,59,180,54,17,39,0,0,0,0,0,0,0,0,0,17,false,0,0,,,,Precision Frame*,Polygonal Rifling*,Smallbore,Tactical Mag*,Extended Mag,Firefly*,Repulsor Brace*,Runneth Over*,Kill Tracker,Tier 4: Stability*,,,,,
Brigand's Law,1298815317,"""6917529836063338686""",favorite,Legendary,Sidearm,plunder,Energy,Arc,1810,,Range,10,Vault,false,false,5,18,,95,59,35,30,12,0,0,75,450,58,15,68,0,0,0,0,0,0,0,0,0,14,true,29,2831,,,,Rapid-Fire Frame*,Fluted Barrel*,Flared Magwell*,Feeding Frenzy*,Voltshot*,Right Hook*,Kill Tracker,Nightfall Memento*,Freehand Grip*,Vanguard Distinction*,,,,,
Zaouli's Bane,431721920,"""6917529836127782357""",,Legendary,Hand Cannon,kingsfall,Energy,Solar,1600,,Handling,1,Vault,true,false,5,18,,99,77,84,43,14,0,0,62,140,43,10,42,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Fluted Barrel,Alloy Magazine*,Flared Magwell,Ensemble*,Incandescent*,Runneth Over*,Kill Tracker,Tier 1: Handling*,,,,,
BrayTech Werewolf,2869466318,"""6917529836694348265""",,Legendary,Auto Rifle,events,KineticSlot,Kinetic,1600,,Reload Speed,4,Vault,false,false,5,18,Festival of the Lost,84,47,29,79,16,0,0,41,450,26,40,29,0,0,0,0,0,0,0,0,0,25,false,0,0,,,,Precision Frame*,Extended Barrel*,Fluted Barrel,Extended Mag*,Flared Magwell,Subsistence*,Osmosis*,Search Party*,Kill Tracker,Tier 4: Reload Speed*,,,,,
Mechabre,1280894514,"""6917529837258578059""",,Legendary,Sniper Rifle,events,Energy,Arc,1600,,Reload Speed,3,Vault,true,false,5,18,Festival of the Lost,77,41,90,69,45,0,0,48,72,33,3,41,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Full Bore,Steady Rounds*,Alloy Magazine,No Distractions*,Voltshot*,Search Party*,Kill Tracker,Tier 3: Reload Speed*,,,,,
Jurassic Green,2603335652,"""6917529837349648463""",,Legendary,Pulse Rifle,events,Energy,Solar,1600,,Handling,1,Vault,true,false,5,18,Festival of the Lost,60,76,23,27,17,0,0,51,540,27,41,15,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Smallbore,Appended Mag*,Ricochet Rounds,Subsistence*,Adaptive Munitions*,Search Party*,Kill Tracker,Tier 1: Handling*,,,,,
Forensic Nightmare,1526296434,"""6917529837671625413""",favorite,Legendary,Submachine Gun,evidenceboard,KineticSlot,Stasis,1600,,Handling,10,Vault,false,false,5,16,,91,52,25,55,14,0,0,53,600,17,27,46,0,0,0,0,0,0,0,0,0,23,true,16,1224,,,,Precision Frame*,Fluted Barrel*,Ricochet Rounds*,Perpetual Motion Enhanced*,Kill Clip*,Psychohack*,Kill Tracker,Empty Memento Socket*,Minor Spec*,Pyretic Clash*,,,,,
Ammit AR2,2119346509,"""6917529837705996910""",favorite,Legendary,Auto Rifle,legendaryengram,Energy,Solar,1810,,Reload Speed,10,Titan(1821),false,true,5,18,,100,44,29,68,15,0,0,57,450,48,32,58,0,0,0,0,0,0,0,0,0,20,true,21,1007,omolon,,,Precision Frame*,Arrowhead Brake*,Ricochet Rounds*,Dynamic Sway Reduction*,Incandescent*,Omolon Fluid Dynamics*,Kill Tracker,Empty Memento Socket*,House of Meyrin*,,,,,,
Planck's Stride,820890091,"""6917529837706002172""",,Legendary,Machine Gun,plunder,Power,Arc,1800,,,,Vault,false,false,5,18,,56,63,25,21,16,0,0,58,900,57,75,47,0,0,0,0,0,0,0,0,0,16,true,25,819,,,,Rapid-Fire Frame*,Polygonal Rifling*,Steady Rounds*,Perpetual Motion*,Tap the Trigger*,Right Hook*,Kill Tracker,Empty Memento Socket*,Minor Spec*,,,,,,
1000 Yard Stare,4164201232,"""6917529838843996141""",,Legendary,Sniper Rifle,30th,Energy,Void,1600,,Range,10,Vault,true,false,4,15,,100,66,70,72,44,0,0,45,90,41,4,52,0,0,0,0,0,0,0,0,0,2,false,0,1,,,,Adaptive Frame*,Arrowhead Brake*,Polygonal Rifling,Accurized Rounds*,Appended Mag,Quickdraw*,Snapshot Sights*,Crucible Tracker,Masterworked: Range*,,,,,,
Hollow Denial,2323544076,"""6917529839191959073""",favorite,Legendary,Trace Rifle,haunted,Energy,Void,1800,,Range,10,Vault,false,false,5,17,,99,100,6,81,16,0,0,81,1000,46,104,60,0,0,0,0,0,0,0,0,0,9,true,17,1079,,,,Adaptive Frame*,Corkscrew Rifling*,Enhanced Battery*,Adaptive Munitions*,Killing Tally*,Extrovert*,Kill Tracker,Empty Memento Socket*,,,,,,,
Yesteryear,1141927949,"""6917529839345458369""",,Legendary,Pulse Rifle,gambit,Energy,Void,1600,,Stability,1,Vault,true,false,5,18,,50,59,29,48,17,0,0,54,390,42,35,57,0,0,0,0,0,0,0,0,0,17,false,0,0,suros,,,Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Armor-Piercing Rounds*,High-Caliber Rounds,Compulsive Reloader*,Desperado*,Gun and Run*,Suros Synergy,Crucible Tracker,Tier 1: Stability*,,,,
